NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
2162	Ocotea	longifolia	van der Werff	18				-77.5666666667	-0.716666667	18	5	1989		1000	1000		3ae4bf7f-20d8-4cff-a3d0-b3832ae7db7c	Lauraceae			Bosque primario	árvore		20			CNS;MO;QCNE;F		arbol de 20 m de altura, fruto ovalados verdes; receptaculo cupular rojo. Olor aromático		fruto	gbif;mo	52245|QRS 95919.1	Hurtado			Hurtado, F.	Ecuador	Orellana - Archidona	Cotundo	Volcan Sumaco
6335	Ocotea	longifolia		15				-68.15	-13.88	15	11	2001		1015	1015		MA:MA:737648-1	Lauraceae		Floresta de terra firme	Árbol; DAP = 27.2 cm; Altura = 24 m Preservado en alcohol. Tierra firme en lo alto de un cerro plano, próximo a unas ruinas incas	árvore	27.2	24			MA;MO					gbif	1863135|737648-1	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
6378	Ocotea	longifolia		16				-68.15	-13.88	16	11	2001		1015	1015		MA:MA:737645-1	Lauraceae		Floresta de terra firme	Árbol; DAP = 5 cm; Altura = 9 m Preservado en alcohol. Tierra firme en lo alto de un cerro plano, próximo a unas ruinas incas	árvore	5	9			MA;MO					gbif	1863884|737645-1	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
7416 (5)	Ocotea	longifolia		17				-74.1444	2.51959	17	11	1995		1025	1025		4406230|MA:MA:641622-1	Lauraceae	Googleearth-maps		A lo largo del sendero. Árbol de 7 m de alt., frutos verde limón semilustrosos.			7			COL;MA					gbif	641622-1|77	Lozano			Lozano, G.	Colombia	Meta	La Macarena	Pnn Tinigua
4472	Ocotea	nitida		23	8	2000		-44.93	-4	23	8	2000	1070	1070	1070			Lauraceae	Linha-4219								CEN		Botoes florais verdes.		botões;flor	sl		Machado			Machado, Bruno	Brasil	MARANHÃO	Lago Verde	Rodovia Belém-brasília
49	Ocotea	glomerata	van der Werff			1998		-35.9761	-8.28333	1	6	1995	1100	1100	1100			Lauraceae	Borges_40_26_3_1994		Borda da mata	árvore		1.2			MO;NY;PEUFR;K		Arbórea com ca. 1,2 m de alt.; infl. com flores amarelo-esbranquiçado arbórea com ca. 1,2m de altura; inf. com flores amarelo-esbranquiçado.		flor	gbif;ny;sl;mo	1445537|3137901|541907	Sales-de-Melo			Sales-de-Melo, M.R.C.	Brasil	PERNAMBUCO	Caruaru	Brejo Dos Cavalos
9149	Ocotea	aurantiodora						-75.850833	4.568889		5	2001	1200	1100	1200;1100			Lauraceae	Googleearth-maps					5			MO		Arbolito de 5 metros, glabro, con las ramitas angulosas. Muy escaso, se observó solo un individuo.			mo		Vargas			Vargas, W.G.	Colombia	Quindío	Quimbaya	Cordillera Central
41824	Ocotea	longifolia	van der Werff					-75.9	1.68	23	7	2011		1100	1100		SINCHI:COAH:77507	Lauraceae			Ejemplar Botánico						COAH;MO					gbif;mo	77507	Cárdenas-López			Cárdenas-López, Dayron	Colombia	Huila	Acevedo	Camino Andaquí
119008	Ocotea	glomerata	van der Werff	29				-72.22	7.6	29	7	1979	1250	1150	1250;1150			Lauraceae									MO					gbif;mo	3139401	Steyermark			Steyermark, J.A.	Venezuela	Táchira	Córdoba	Cerro Las Minas
9027	Ocotea	aurantiodora	van der Werff			1991		-74.86666	6.67916	6	12	1989	1550	1180	1550;1180			Lauraceae						11			MO		ARbol de 10-12 mts. de altura, frutos verdes. Ocasional.		fruto	mo		Callejas			Callejas, Ricardo	Colombia	Antioquia	Yalí	Vereda Chorritos
8327	Ocotea	glomerata	van der Werff	29				-70.8	10.4833	29	6	1979	1560	1200	1560;1200			Lauraceae									MO					gbif;mo	1908034	Liesner			Liesner, R.L.	Venezuela	Falcón	Buchivacoa	Cerro Socopa
1475	Ocotea	trianae	Rusby, H.H.			1910		-63.458333	-16.383333	16	9	1902	1219.2	1219.2	1219.2			Lauraceae					6	9.14			NY;BM;K;B;MO		6 in. diam, 30 ft high. Phenology of specimen: Fruit.		fruto	mo;ny;rowher	NY355664	Williams	Holotype NY; Isotype BM, K, B		Williams, R.S.	Bolivia	Santa Cruz - Ñuflo de Chávez	El Puente	Rio Chaira
15888	Ocotea	longifolia						-75.4147222222	-10.1930555556	13	12	2010		1246	1246			Lauraceae									HOXA					mo		Valenzuela			Valenzuela, Luis	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
5332	Ocotea	longifolia	van der Werff	11				-71.760494	8.017312	11	7	1983	1300	1300	1300			Lauraceae	Googleearth-maps	Campinarana	collect. in 3 habits.: level, sandy savanna(=SS) steep,rocky savanna (RS) & savanna forest (SF). Sandy savanna w/shrubs, (heathlike), rocky savanna almost without. Among ferns many plants of Anemia.	árvore		10	Arenoso;pedregoso		MO				flor	gbif;mo	49454|49578	van der Werff			van der Werff, Henk	Venezuela	Táchira	Uribante	Pregonero
23955	Ocotea	longifolia	Rohwer, J.G.			1987		-74.33215	3.992113	24	3	1947	1500	1300	1500;1300			Lauraceae				árvore					F				flor	f		Cuatrecasas			Cuatrecasas, J.	Colombia	Cundinamarca	Santafé de Bogotá	Rio San Juan
5309	Ocotea	longifolia						-71.6666666667	8.9166666667	11	7	1983		1300	1300			Lauraceae						6			MO				flor	mo		van der Werff			van der Werff, Henk	Venezuela	Zulia	Colón	Pregonero
7330	Ocotea	aurantiodora						-75.950334	5.739986	3	3	1989	1350	1300	1350;1300			Lauraceae						9			MO		Arbol de 8-10 mts. de altura, frutos verdes, receptáculo rojo. Ocasional.		fruto	mo		Callejas			Callejas, Ricardo	Colombia	Antioquia	Hispania	Veredas La Cascajosa-santa Ana
3977	Ocotea	nitida	Moraes, P.L.R. de	13	2	2014		-39.3006111111	-7.3006111111	27	4	2009	1327	1327	1327			Lauraceae				árvore		4			UFP		HABITAT:Caatinga. Cerrado, arbóreo-arbustivo.; DESC:Árvore apro. 4m de altura. Caule cinzento. Frutos enegrecidos, com receptáculo do fruto avermelhado.;		fruto	sl		Oliveira			Oliveira, Marcondes	Brasil	CEARÁ	Barbalha	Chapada Do Araripe
1748	Ocotea	aurantiodora	Sánchez, S.			1992		-75.883333	5.666667	28	3	1992	1390	1390	1390			Lauraceae					8	7			MO		Arbol 7 m, DAP=8 cm, simpódico, aceites etéreos en las hojas. Frutos verde-amarillentos.		fruto	mo		Sánchez			Sánchez, S.	Colombia	Antioquia	Andes	Corregimiento Y Apiario Tapartó
	Ocotea	longifolia	Fuentes, A.	13				-68.59	-14.79	13	10	2006		1400	1400			Lauraceae		Floresta de terra firme							MO					gbif	3135098|3135632	Chapi			Chapi, N.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
MO3142846	Ocotea	longifolia	Fuentes, A.	12				-68.58	-14.79	12	10	2006		1400	1400			Lauraceae		Floresta de terra firme							MO					gbif	3142846	Cornejo			Cornejo, M.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
	Ocotea	longifolia	Fuentes, A.	22				-68.6	-14.8	22	10	2006		1414	1414			Lauraceae		Floresta de terra firme							MO					gbif	3143265|3143291	Cornejo			Cornejo, M.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
4512	Ocotea	longifolia						-68.5911111111	-14.7797222222	19	9	2012		1456	1456			Lauraceae		Floresta de terra firme							LPB;MO					mo		Cayola			Cayola, L.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
4399B	Ocotea	longifolia						-68.5911111111	-14.7797222222	19	9	2012		1456	1456			Lauraceae		Floresta de terra firme							LPB					mo		Cayola			Cayola, L.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
	Ocotea	longifolia	Fuentes, A.	25				-68.59	-14.78	25	10	2006		1468	1468			Lauraceae		Floresta de terra firme							MO					gbif	3135719|3135771|3135772|3135776	Chapi			Chapi, N.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
4187	Ocotea	longifolia						-78.7336111111	-5.3083333333	19	7	1997	1600	1500	1600;1500			Lauraceae									MO					mo		Cruz			Cruz, José Campos de la	Perú	Cajamarca - San Ignacio	Huarango	Quebrada Las Juntas
MO1932886	Ocotea	longifolia		13				-78.25	-2.22	13	2	1999		1500	1500			Lauraceae									MO					gbif	MO1932886	Toasa			Toasa, Germán	Ecuador	Morona Santiago - Morona	Alshi	Parque Nacional Sangay
5432	Ocotea	longifolia						-78.2477777778	-2.2205555556	13	2	1999		1500	1500			Lauraceae				árvore	11.6	10			MO;QCNE					mo		Toasa			Toasa, Germán	Ecuador	Morona Santiago - Morona	Alshi	Parque Nacional Sangay
9258	Ocotea	longifolia	Fuentes, A.	11				-68.1875	-14.4525	11	8	2002		1540	1540			Lauraceae				árvore	17.3	20			LPB;MO					mo		Seidel			Seidel, R.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
3640	Ocotea	longifolia						-77.5333333333	-0.8333333333	4	3	2008		1560	1560			Lauraceae									GOET;MO;QCA;QCNE					mo		Homeier			Homeier, J.	Ecuador	Orellana - Tena	Ahuano	Parque Nacional Sumaco-galeras
2600	Ocotea	aurantiodora						-74.866667	6.908167		2	1989	1570	1570	1570			Lauraceae	Callejas_9027_6_12_1989					20			HUA;MO		Arbol de 20 m de altura, fruto verde, semilla rosada. Abundante.		fruto	mo		Fonnegra			Fonnegra, R.	Colombia	Antioquia	Vegachí	Quebrada La Cruz
14274	Ocotea	longifolia	van der Werff	13				-77.54	-0.83	13	3	2003		1570	1570			Lauraceae									MO;QCNE					gbif;mo	1829177	Neil			Neil, David	Ecuador	Orellana - Tena	Ahuano	Estación Biológica Jatun Sacha
138	Ocotea	nitida	Baitello, J.B.	15	3	2001		-41.8114	-13.5789	10	2	1999	1700	1700	1700			Lauraceae				árvore		12			SPSF		COLETA: Mata de Altitude&nf;Árvore 12m; frutos imaturos verdes.; GEOGRAFIA: Beira da mata;		fruto	sl		Nascimento			Nascimento, F.H.F.	Brasil	BAHIA	Rio de Contas	Pico Do Itoibira
JM 4467	Ocotea	longifolia	Vargas, William	2				-76.17861	3.57807	2	3	2005		1706	1706		95871	Lauraceae			Interior de bosque secundario						IAvH				estéril	gbif	FMB-95871	Mendoza			Mendoza, Javier	Colombia	Valle del Cauca	Palmira	El Vegón
MO2765472	Ocotea	longifolia	Fuentes, A.	30				-68.9	-14.57	30	6	2005		1712	1712			Lauraceae		Floresta de terra firme							MO					gbif	MO2765472	Fuentes			Fuentes, A.F.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
15608	Ocotea	longifolia		25				-77.773606	-5.674696	25	3	1998		1850	1850		67f954eb-eaee-4c78-b152-cddfba48bc9a	Lauraceae						10			CNS;MO					gbif;mo	QRS 121539.1	van der Werff			van der Werff, Henk	Perú	Amazonas - Bongará	Yambrasbamba	Bongaram
15682	Ocotea	longifolia	van der Werff	25				-77.773606	-5.674696	25	3	1998		1850	1850		26e61090-d8ae-46d6-aacf-62c13e18c028	Lauraceae						10			CNS;MO					gbif;mo	1241582|1241666|QRS 121554.1	van der Werff			van der Werff, Henk	Perú	Amazonas - Bongará	Yambrasbamba	Bongaram
391	Ocotea	longifolia	Medina, Ruth		1	2008		-72.6317	5.45475	18	5	2008		1877	1877	cf.	97250	Lauraceae									IAvH				fértil	gbif	FMB-97250	Medina			Medina, Ruth	Colombia	Boyacá	Labranzagrande	Vereda El Palmar
	Ocotea	longifolia	Fuentes, A.	24				-68.94	-14.6	24	4	2007		1930	1930			Lauraceae		Floresta de terra firme							MO					gbif	3288562|3288663	Fuentes			Fuentes, A.F.	Bolivia	La Paz - Franz Tamayo	Pelechuco	Parque Nacional Madidi
MO1866413	Ocotea	longifolia	Fuentes, A.	3				-68.3	-14.52	3	12	2002		1955	1955			Lauraceae									MO					gbif	MO1866413	Miranda			Miranda, T.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
3517	Ocotea	longifolia	Fuentes, A.	1				-68.9480555556	-14.6133333333	1	11	2007		2200	2200			Lauraceae		Floresta de terra firme							LPB;MO					mo		Araujo-Murakami			Araujo-Murakami, Alejandro	Bolivia	La Paz - Franz Tamayo	Pelechuco	Parque Nacional Madidi
3520	Ocotea	longifolia	Fuentes, A.	1				-68.9480555556	-14.6133333333	1	11	2007		2200	2200			Lauraceae		Floresta de terra firme							LPB;MO					mo		Araujo-Murakami			Araujo-Murakami, Alejandro	Bolivia	La Paz - Franz Tamayo	Pelechuco	Parque Nacional Madidi
1611	Ocotea	longifolia		12				-72.93707	7.03752	12	7	2004		2412	2412		CDMB:HEV:4266	Lauraceae									CDMB					gbif	4266	Galván-Carvajal			Galván-Carvajal, Sandra Yaneth	Colombia	Santander	Piedecuesta	Vereda San Isidro
1694	Ocotea	longifolia		15				-72.93707	7.03752	15	7	2004		2412	2412		CDMB:HEV:4230	Lauraceae									CDMB					gbif	4230	Galván-Carvajal			Galván-Carvajal, Sandra Yaneth	Colombia	Santander	Piedecuesta	Vereda San Isidro
1187	Ocotea	longifolia	Vicentini, A.	1	1	1996		-60.025	-3.10194	9	10	1974						Lauraceae		Campina		árvore	6	5	Arenoso;argiloso		INPA	55843	Árvore de 5m de altura, flores cremes. Capoeira em frente da Reserva Biológica de Campina e solo argilo-arenoso.	45031	flor	inpa;sl	INPA00055843	Albuquerque			Albuquerque, B.W.P.	Brasil	AMAZONAS	Manaus	Ponta Negra
1173	Ocotea	longifolia	Vicentini, A.	1	1	1996		-60.025	-3.10194	7	10	1975						Lauraceae		Capoeira		árvore	6	5	Arenoso;argiloso		INPA	53253	Árvore de 5m de altura e botoes florais amarelados. Capoeira alta, solo argilo-silicoso. árvore de 5m de altura e botões florais amarelados. capoeira alta, solo argilo-silicoso.	45023	botões;flor	inpa;sl	INPA00053253	Albuquerque			Albuquerque, B.W.P.	Brasil	AMAZONAS	Manaus	Ponta Negra
218	Ocotea	longifolia	Vicentini, A.		12	1996		-59.9281883	-2.9548699	2	12	1975						Lauraceae	Linha-4349	Capoeira		árvore		5	Arenoso;argiloso		INPA	54033	Árvore de 5 m de altura; flores amarelas. Capoeira; solo argilo-arenoso.	29172	flor	inpa;sl	INPA00054033	Mota			Mota, C.D.	Brasil	AMAZONAS	Manaus	Am010
4135	Ocotea	longifolia	van der Werff		1	1985		-57.92	-4.67	14	7	1983						Lauraceae		Capoeira		arvoreta		9	Arenoso;argiloso		MO;NY;INPA				flor;fruto	gbif;mo;sl;ny	1501708	Cid-Ferreira			Cid-Ferreira, C.A.	Brasil	AMAZONAS	Maués	Água Mineral
4246	Ocotea	longifolia	van der Werff			1985		-57.75	-3.416667	21	7	1983						Lauraceae		Capoeira		arvoreta		8	Arenoso;argiloso		MO;NY		Arvoreta de 8 m de altura; flores em botoes cremes; frutos imaturos verdes. Capoeira de terra firme, solo argilo-arenoso.		botões;flor;fruto	gbif;mo;sl;ny	1202698	Cid-Ferreira			Cid-Ferreira, C.A.	Brasil	AMAZONAS	Maués	Rio Maués-açú
56	Ocotea	longifolia	Vicentini, A.		12	1996		-55.8661	-1.76556	19	12	1985						Lauraceae		Capoeira		arvoreta		6	Arenoso;argiloso		INPA	141914	Arvoreta de 6 m de altura; inflorescencia jovem; frutos imaturos, verde claros; folhas vistosas, alternas. Capoeira alta de terra firme, solo areno-argiloso. arvoreta de 6 m de altura; inflorescência jovem; frutos imaturos, verde claros; folhas vistosas, alternas. capoeira alta de terra firme, solo areno-argiloso.	29231	flor;fruto	inpa;sl	INPA00141914	Soares			Soares, E.	Brasil	PARÁ	Oriximiná	Porto Trombetas
113	Ocotea	longifolia	Vicentini, A.	1	1	1996		-57.466667	-1.05	14	4	1986						Lauraceae	Linha-6455	Capoeira		arvoreta		6	Arenoso;argiloso		INPA	141971	Arvoreta de 6m de altura; folhas alternas grandes, inflorescencia terminal, botoes brancos-esverdeados. Capoeira alta de terra firme e solo argilo-arenoso. arvoreta de 6m de altura; folhas alternas grandes, inflorescência terminal, botões brancos-esverdeados. capoeira alta de terra firme e solo argilo-arenoso.	45037	botões;flor	inpa;sl	INPA00141971	Soares			Soares, E.	Brasil	PARÁ	Oriximiná	Porto Trombetas
254	Ocotea	longifolia	Vicentini, A.	1	1	1996		-55.8661	-1.76556	29	12	1986						Lauraceae		Capoeira		arvoreta		5	Arenoso;argiloso		INPA	161689	Arvoreta de 5m de altura, inflorescencia axilares brancas sem perfume. Folhas alternas. Madeira dura, amarelo-clara perfumada. Terra firme, solo argilo-arenoso. Capoeira alta de terra firme e mata derrubada. arvoreta de 5m de altura, inflorescência axilares brancas sem perfume. folhas alternas. madeira dura, amarelo-clara perfumada. terra firme, solo argilo-arenoso. capoeira alta de terra firme e mata derrubada.	45030	flor	inpa;sl	INPA00161689	Soares			Soares, E.	Brasil	PARÁ	Oriximiná	Porto Trombetas
7974	Ocotea	canaliculata						-59.918418	-3.003764	26	10	1965						Lauraceae	Googleearth-maps	Floresta de terra firme		árvore	26	19	Arenoso;argiloso		INPA	17334	Árvore de 19m de altura x 26cm de diâmetro fuste. Material estéril, mata de terra firme, solo argilo-arenoso.	44701	estéril	inpa;sl	INPA00017334	Rodrigues			Rodrigues, W.A.	Brasil	AMAZONAS	Manaus	Reserva Florestal Adolpho Ducke
583	Ocotea	longifolia	Vicentini, A.		12	1996		-59.4592	-10.1669	2	10	1975						Lauraceae	Linha-4218	Floresta de terra firme		arvoreta		5	Arenoso;argiloso		INPA	53132	Arvoreta de 5 m de altura; frutos imaturos, verdes. Mata de terra firme, solo argilo-arenoso.	29230	fruto	inpa;sl	INPA00053132	Lisboa			Lisboa, P.L.B.	Brasil	MATO GROSSO	Aripuanã	Humboldt Center
273	Ocotea	longifolia	Vicentini, A.		12	1996		-72.67	-7.63111	4	3	1976						Lauraceae		Floresta de terra firme		árvore	20	10	Arenoso;argiloso		INPA	56939	Árvore de 10 m de altura x 20 cm de diâmetro; botoes florais. Mata de terra firme; solo argilo-arenoso. árvore de 10 m de altura x 20 cm de diâmetro; botões florais. mata de terra firme; solo argilo-arenoso.	29174	botões;flor	inpa;sl	INPA00056939	Ramos			Ramos, J.F.	Brasil	ACRE	Cruzeiro do Sul	Serra Do Divisor
1942	Ocotea	longifolia	Vicentini, A.		12	1996		-55.8661	-1.76556	31	8	1980						Lauraceae		Floresta de terra firme		arbusto		4	Arenoso;argiloso		INPA	96143	Arbusto de 4 m de altura; frutos imaturos verdes. Mata de terra firme; solo argilo-arenoso.	29209	fruto	inpa;sl	INPA00096143	Ferreira			Cid-Ferreira, C.A.	Brasil	PARÁ	Oriximiná	Porto Trombetas
283	Ocotea	longifolia	Vicentini, A.	11	1	1996		-55.25	-7.666667	11	5	1983						Lauraceae		Floresta de terra firme		arvoreta		6	Arenoso;argiloso		INPA;MO;NY	113404	Arvoreta de 6m de altura, frutos imaturos verdes. Mata alta de terra firme e solo argilo-arenoso.	45025	fruto	gbif;inpa;mo;sl;ny	1504920|3137561|INPA00113404	Silva			Silva, M.N. da	Brasil	PARÁ	Novo Progresso	Br163 Cuiabá-santarém
4085	Ocotea	longifolia	van der Werff			1985		-58.683333	-4.166667	6	7	1983						Lauraceae		Floresta de terra firme		árvore	10	10	Arenoso;argiloso		MO;NY;INPA;F		Árvore de 10 m de altura x 10 cm de diâmetro; frutos imaturos verdes. Madeira creme com casca fina, cerne e alburno indistintos. Mata alterada de terra firme, solo argilo-arenoco.		fruto	gbif;mo;sl;ny;inpa;f	1202696	Cid-Ferreira			Cid-Ferreira, C.A.	Brasil	AMAZONAS	Nova Olinda do Norte	Rio Abacaxis
6319	Ocotea	glomerata	Rohwer, J.G.	3		1986		-53.92	-10.67	3	10	1985						Lauraceae		Floresta de terra firme	Mata alta de terra firme, solo argilo-arenoso.	árvore	25	18	Arenoso;argiloso		MO;NY;INPA;F		Árvore de 18 m. x 25 cm. de diâm., frutos imaturos verdes.		fruto	gbif;mo;sl;ny;inpa;f	3139191|918377	Cid-Ferreira			Cid-Ferreira, C.A.	Brasil	MATO GROSSO	Marcelândia	Fazenda Flor Da Mata
6763	Ocotea	longifolia	van der Werff			1988		-59.4514	-2.0156	14	3	1986						Lauraceae		Floresta de terra firme		arbusto		5	Arenoso;argiloso		MO;NY		Arbusto de 5 m de altura; botoes florais amarelo esverdeados. Mata de terra firme, solo areno-argiloso.		botões;flor	gbif;mo;sl;ny	1202701	Cid-Ferreira			Cid-Ferreira, C.A.	Brasil	AMAZONAS	Presidente Figueiredo	Estrada Da Morena
69	Ocotea	glomerata	van der Werff			2008		-35.002778	-7.838889	24	10	2001	25					Lauraceae		Floresta de terra firme	Floresta Ombrófila Densa das Terras Baixas. Solo areno argiloso, com pouca serrapilheira.	árvore		4	Arenoso;argiloso		MO				fruto	mo;sl;gbif	3142138|3142140	Silva			Silva, H.C.H.	Brasil	PERNAMBUCO	Igarassu	Usina São José
238	Ocotea	longifolia	Baitello, J.B.	1	1	1990		-39.365929	-15.419013	26	11	1968						Lauraceae	Googleearth-maps					3	Arenoso;argiloso		SP		Arbusto de 3m, inflorescencia creme, fruto vermelho ainda jovens			sl		Almeida			Almeida, J.C. de	Brasil	BAHIA	Santa Luzia	Fazenda Santa Terezinha
1145	Ocotea	longifolia	Vicentini, A.		12	1996		-60.025	-3.10194	5	4	1973						Lauraceae				árvore		4	Arenoso;argiloso		INPA	50120	Árvore de 4 m de altura; flores esverdeadas; botoes florais. Bosque, solo argilo-arenoso. árvore de 4 m de altura; flores esverdeadas; botões florais. bosque, solo argilo-arenoso.	29226	botões;flor	inpa;sl	INPA00050120	Albuquerque			Albuquerque, B.W.P.	Brasil	AMAZONAS	Manaus	Ponta Negra
14	Ocotea	canaliculata	Santos, S.O.	1	3	2011		-34.95027778	-8.0127778	4	2	2000						Lauraceae				árvore		15	Arenoso;argiloso		NY;PEUFR		Árvore com 15m. Inflorescencia verde.		flor	sl;gbif;ny		Almeida			Almeida, K.	Brasil	PERNAMBUCO	Recife	Estação Ecológica Do Tapacurá
1058	Ocotea	nitida	Moraes, P.L.R. de	12	2	2014		-37.1558	-8.62306	3	4	2000						Lauraceae				arbusto		1	Arenoso;argiloso		IPA;JPB;MAC		Arbusto ca. de 1m de altura. Botoes cremes.HABITAT:Caatinga com solo argilo-arenoso.; arbusto, ca. de 1,0m de altura, botoes creme, perianto, estames creme. arbusto, ca. de 1m de altura, botoes creme, perianto, estames creme.; caatinga.; habitat: caatinga.; desc: arbusto, ca. de 1m de altura, botoes creme, perianto, estames creme.		botões;flor	sl		Sales			Sales, M.	Brasil	PERNAMBUCO	Buíque	Parque Nacional Do Catimbau
77	Ocotea	canaliculata	Santos, S.O.	1	3	2011		-34.95027778	-8.0127778	19	9	2000						Lauraceae				árvore			Arenoso;argiloso		NY;PEUFR		Árvore. Flores com sépalas persistente verde-claras. Fruto imaturo verde escuro.		flor;fruto	sl;ny		Almeida			Almeida, K.	Brasil	PERNAMBUCO	Recife	Estação Ecológica Do Tapacurá
81	Ocotea	canaliculata	Santos, S.O.	1	3	2011		-34.95027778	-8.0127778	7	11	2000						Lauraceae				árvore		15	Arenoso;argiloso		NY;PEUFR		Árvore com cerca de 15m. Fruto imaturo verde.		fruto	sl;gbif;ny		Almeida			Almeida, K.	Brasil	PERNAMBUCO	Recife	Estação Ecológica Do Tapacurá
1171	Ocotea	longifolia	Vicentini, A.		12	1996		-60.025	-3.10194	7	10	1975						Lauraceae		Capoeira		árvore	6	5	Arenoso;argiloso		INPA	53251	Árvore de 5 m de altura x 6 cm de diâmetro; botoes florais amarelados; frutos imaturos verde-esbranquiçados, passando a róseos e evermelhos quando amadurecem. Capoeira alta, solo argilo-silicoso. árvore de 5 m de altura x 6 cm de diâmetro; botões florais amarelados; frutos imaturos verde-esbranquiçados, passando a róseos e evermelhos quando amadurecem. capoeira alta, solo argilo-silicoso.	29227	botões;flor;fruto	inpa;sl	INPA00053251	Albuquerque			Albuquerque, B.W.P.	Brasil	AMAZONAS	Manaus	Ponta Negra
