NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
11525	Ocotea	longifolia						-76.57	-8.15	4	5	1980	800	700	800;700			Lauraceae	Linha-122								FSU;IBE;MISS;MO;UNA;USMS					mo		Schunke			Schunke, V.	Perú	San Martín - Tocache	Tocache	Cerro Sinsín
458	Ocotea	aurantiodora						-74.86667	5.88333	25	1	1987	770	700	770;700			Lauraceae	Ramirez_678_25_3_1987					10			MO		Arbol de 10 m. Ovario verde. Estigma persistent café. Fruit café. Creciendo al lado del camino.		flor;fruto	mo		Ramirez			Ramirez, J.G.	Colombia	Antioquia	San Francisco	Vereda San Francisco-quebrada La Cristalina
6768	Ocotea	aurantiodora						-74.86667	5.88333	1	9	1994	780	700	780;700			Lauraceae	Ramirez_678_25_3_1987					9			MO		Tree, 8-10 m tall; cupule greenish brown; fruit ellipsoid, green.		fruto	mo		Acevedo-Rodríguez			Acevedo-Rodriguez, P.	Colombia	Antioquia	San Francisco	Vereda San Francisco-quebrada La Cristalina
29456	Ocotea	trianae	Fuentes, A.			2011		-68.35	-15.3	7	8	2004	700	700	700			Lauraceae						4.5			LPB;MO		Árbol de 4,5 m. Flores cremosas		flor	mo		Beck			Beck, S.G.	Bolivia	La Paz - Larecaja	Tacacoma	Mapiri
5154	Ocotea	longifolia						-75.4333333333	-10.1	28	12	2007		700	700			Lauraceae									HOXA;MO;USM					mo		Rojas			Rojas, R.	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
295	Ocotea	longifolia	Santos, S.O.					-34.965	-8.071111				700	700	700			Lauraceae	Linha-5060			árvore		4.5			CEPEC		Ambiente: Mata. Na borda da mata. Habito: Árvore, ca. 4 a 5m.			sl		Santos			Santos, S.O.	Brasil	PERNAMBUCO	Recife	Parque Dois Irmãos
310	Ocotea	longifolia	Santos, S.O.					-34.965	-8.071111				700	700	700			Lauraceae	Linha-5060			árvore		5.5			CEPEC		Ambiente: Mata. Na borda da mata. Habito: Árvore, 5 a 6m.			sl		Santos			Santos, S.O.	Brasil	PERNAMBUCO	Recife	Parque Dois Irmãos
168	Ocotea	glomerata	Santos, S.O.					-34.965	-8.071111				712	712	712			Lauraceae	Linha-5060			árvore		6.5			CEPEC		Ambiente: Mata. Na borda da mata. Habito: Árvore, ca. 6,5m.			sl		Santos			Santos, S.O.	Brasil	PERNAMBUCO	Recife	Parque Dois Irmãos
4313	Ocotea	longifolia	van der Werff	16				-72.8291666667	-12.64	16	7	2007		718	718			Lauraceae									CUZ;MO;USM					gbif;mo	3481829	Calatayud			Calatayud, Gloria	Perú	Cusco - La Convención	Echarate	Koribeni
3077	Ocotea	nitida	Moraes, P.L.R. de					-44.994167	-12.102778	19	10	2010	722	722	722			Lauraceae				árvore		5			HRCB;HUEFS;MO		Árvore 5m, tronco ramificado. Frutos deiscendo, cúpula vermelha.		fruto	mo|sl		Moraes			Moraes, P.L.R.	Brasil	BAHIA	Barreiras	Serra Da Bandeira
1195	Ocotea	longifolia		28				-40.835	-20.291111	28	4	1995		725	725			Lauraceae									MO					mo;sl	1502821	Thomaz			Thomaz, L.D.	Brasil	ESPÍRITO SANTO	Domingos Martins	Panelas
1735	Ocotea	nitida						-41.058333	-13.944722	10	12	2004	733	733	733			Lauraceae				árvore		7	pedregoso		HUESB		Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Ind. 1290. Parcela 26.; Árvore de 7,0 m. Folhas alternas, coriáceas, levemente discolor.; Floresta Estacional (Mata de Cipó) em zona de transiçao. ; HA		flor	sl		Macedo			Macedo, G.E.L.	Brasil	BAHIA	Contendas do Sincorá	Contendas Do Sincorá
6135	Ocotea	longifolia		11				-68.15	-13.88	11	10	2001		735	735		MA:MA:737633-1	Lauraceae		Floresta de terra firme	Árbol; DAP = 41.9 cm; Altura = 28 m Fruto verde. Preservado en alcohol. Tierra firme sin pendiente, próximo a unas ruinas incas	árvore	41.9	28			MA				fruto	gbif	737633-1	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
6135	Ocotea	longifolia	van der Werff	10				-68.15	-13.88	10	11	2001		735	735			Lauraceae		Floresta de terra firme				18			LPB;MA;MO					gbif;mo	1859463	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
COL330589	Ocotea	longifolia		25				-74.7833	6	25	1	1987		735	735			Lauraceae									COL					gbif	COL330589	Herbario Nacional Colombiano			Herbario Nacional Colombiano	Colombia	Antioquia	Puerto Nare	Quebrada La Cristalina
COL330588	Ocotea	longifolia		25				-74.7833	6	25	2	1987		735	735			Lauraceae									COL					gbif	COL330588	Herbario Nacional Colombiano			Herbario Nacional Colombiano	Colombia	Antioquia	Puerto Nare	Quebrada La Cristalina
286	Ocotea	aurantiodora						-74.86667	5.88333	7	12	1986	770	740	770;740			Lauraceae	Ramirez_678_25_3_1987					8			JAUM;MO		Arbol de 8 m. Flor amarilla. Fruto con cupula verde oscuro y semilla verde-claro.		flor;fruto	mo		Ramirez			Ramirez, J.G.	Colombia	Antioquia	San Francisco	Vereda San Francisco-quebrada La Cristalina
2368	Ocotea	nitida	Moraes, P.L.R. de		6	2010		-42.208889	-13.254444	4	7	2007	740	740	740			Lauraceae									HUEFS		Mata em leito de córrego.			sl		Conceiçao			Conceição, A. A. de S.	Brasil	BAHIA	Caturama	Cepec
812	Ocotea	longifolia	Santos, S.O.		5	2011		-35.347222	-8.713333	11	3	2011	744	744	744			Lauraceae				arvoreta		5			JPB		Arvoreta 5m alt., cálice vermelho; Floresta Atlântica; HABITAT: Floresta Atlântica; DESC: Arvoreta 5m alt., cálice vermelho		flor	sl		Amorim			Amorim, B.S.	Brasil	PERNAMBUCO	Gameleira	Rppn Frei Caneca
	Ocotea	glomerata	van der Werff	8				-69.32	9.72	8	6	1985		750	750			Lauraceae									MO					gbif	MO1445936|3140857	Ortega			Ortega, F.J.	Venezuela	Portuguesa	Araure	Las Vegas-quebrada La Cruz
1069	Ocotea	nitida						-41.072222	-13.966667	3	8	2004	755	755	755			Lauraceae				árvore			pedregoso		HUESB		Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Ind. 2208. UTM: 8457360.; Árvore de 8,0 m. Folhas crassas, discolor.; Floresta Estacional (Mata de Cipó) em zona de transiçao. ; HA		flor	sl		Macedo			Macedo, G.E.L.	Brasil	BAHIA	Contendas do Sincorá	Contendas Do Sincorá
1602	Ocotea	nitida						-41.088889	-13.966667	9	12	2004	755	755	755			Lauraceae				árvore			pedregoso		HUESB		Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Cálice persistente vináceo. Ind. 2216. Parcela 45.; Árvore de 7,0 m. Folhas discolor, cartáceas, glabras. Frutos imaturos verdes.; Floresta Estacional (Mata de Cipó) ; HA		flor;fruto	sl		Macedo			Macedo, G.E.L.	Brasil	BAHIA	Contendas do Sincorá	Contendas Do Sincorá
COL329975	Ocotea	longifolia		7				-74.7833	6	7	12	1986		755	755			Lauraceae									COL					gbif	COL329975	Herbario Nacional Colombiano			Herbario Nacional Colombiano	Colombia	Antioquia	Puerto Nare	Quebrada La Cristalina
5360	Ocotea	longifolia	van der Werff	4				-68.01	-14.37	4	10	2002		763	763			Lauraceae		Floresta de terra firme				18			LPB;MA;MO;NY					gbif;mo	1770832	Fuentes			Fuentes, A.F.	Bolivia	La Paz - Franz Tamayo	Apolo	Parque Nacional Madidi
678	Ocotea	aurantiodora						-74.86667	5.88333	25	2	1987	770	770	770			Lauraceae						8			MO		Arbol de 8 m. Frutos verdes. Creciendo en bosque secundario.		fruto	mo		Ramirez			Ramirez, J.G.	Colombia	Antioquia	San Francisco	Vereda San Francisco-quebrada La Cristalina
1225	Ocotea	aurantiodora						-74.86667	5.88333	25	7	1987	770	770	770			Lauraceae						15			JAUM;MO		Arbol de 15 m. Botones florales verdes.		botões	mo		Ramirez			Ramirez, J.G.	Colombia	Antioquia	San Francisco	Vereda San Francisco-quebrada La Cristalina
253	Ocotea	glomerata		6				-36.425	-9.245	6	10	2010	773	773	773		urn:catalog:JBRJ:RB:753137	Lauraceae				árvore		4.5			RB;UFRN		Árvore com cerca de 4 a 5 m de alt. Caule acinzentado, com muitas lenticelas. Folhas coriáceas. Frutos imaturos parcialmente incluso na cúpula. árvore com cerca de 4 a 5 metros de altura; caule acinzentado, com muitas lenticelas; folhas coriáceas; frutos imaturos parcialmente incluso na cúpula		fruto	gbif;sl	753137	Santos			Santos, S.O.	Brasil	ALAGOAS	Quebrangulo	Reserva Biológica Da Pedra Talhada
236	Ocotea	glomerata						-36.425	-9.245	5	10	2010	773	773	773		urn:catalog:JBRJ:RB:682161	Lauraceae				árvore		6			JPB;RB		Árvore ca. de 6 m de altura; caule marrom-escuro, lenticelado; frutos imaturos de coloraçao verde. árvore ca. de 6 m de altura; caule marrom-escuro, lenticelado; frutos imaturos de coloração verde. árvore cerca de 6 metros de altura; caule marro-escuro, lenticelado; frutos imaturos de coloraçao verde.; borda da mata.; habitat: borda da mata.; desc: árvore cerca de 6 metros de altura; caule marro-escuro, lenticelado; frutos imaturos de coloraçao ver		fruto	gbif;sl	682161	Santos			Santos, S.O.	Brasil	ALAGOAS	Quebrangulo	Reserva Biológica De Pedra Talhada
6091	Ocotea	longifolia	Fuentes, A.			2011		-68.15	-13.88	11	9	2001		780	780		MA:MA:737635-1	Lauraceae		Floresta de terra firme	Árbol; DAP = 98 cm; Altura = 32 m Látex crema. Preservado en alcohol. Tierra firme escasa pendiente, próximo a unas ruinas incas	árvore	98	32			MA;MO					gbif	1858599|737635-1	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
39	Ocotea	nitida						-37.17	-8.62	6	5	1995	790	790	790			Lauraceae				árvore		3	arenoso		NY				flor	sl		Figueiredo			Figueiredo, L.S.	Brasil	PERNAMBUCO	Buíque	Rppn Fazenda Tabatinga
72	Ocotea	longifolia	Vicentini, A.	10	12	1996		-63.9039	-8.76194	10	2	1983	800	800	800			Lauraceae		Floresta de terra firme	Mata de terra firme, latossolo amarelo.	árvore	5	10	argiloso		INPA;MBM;MO	111079	Árvore de 10 m de altura x 50 cm de diâmetro; frutos imaturos verdes. árvore de 10 m de altura x 50 cm de diâmetro; frutos imaturos verdes.; mata de terra firme, latossolo amarelo.	29316	fruto	gbif;inpa;mo;sl	1504278|INPA00111079	Freitas			Freitas, C.A.A.	Brasil	RONDÔNIA	Porto Velho	Br364
20205	Ocotea	longifolia	van der Werff		1	1985		-49.65	-14.8833333333	30	3	1977	800	800	800			Lauraceae		Floresta de Cipó	High mata de cipó forest with mixed decidiuous and evergreen trees and sense and impenetrable understory of often spiny shrubs, small trees and bamboos. On deep loamy soil.	árvore		5	siltoso		CEPEC;MO;NY		Ambiente: Mata de Cipó com . Habito: Árvore, 5m. tree to 5 m. leaves coriaceous dark green above, pale beneath. flowers pale grey-green.;Tree to 5 m. Leaves coriaceous dark green above, pale beneath. Flowers pale grey-green.		flor	gbif;mo;ny;sl	1016124|1501736	Harley			Harley, R.M.	Brasil	GOIÁS	Itapaci	Areial
24758	Ocotea	longifolia	Rivera, L.					-75.63	1.74					800	800		SINCHI:COAH:74880	Lauraceae		Floresta de galeria	vegetación de orilla de carretera sobre zona de piedemonte y cordillera baja						COAH					gbif	74880	Cárdenas-López			Cárdenas-López, Dayron	Colombia	Caquetá	Florencia	Vereda El Paraiso
1008	Ocotea	aurantiodora	van der Werff			1987		-74.866667	5.883333	21	2	1983	800	800	800			Lauraceae	Cogollo-Pacheco_4937_24_4_1991					12			MO		Arbol de 12 m. Flores verdosas. Común.		flor	mo		Hoyos			Hoyos, Saul	Colombia	Antioquia	San Francisco	Vereda La Josefina
284	Ocotea	aurantiodora						-74.866667	5.883333	18	7	1983	800	800	800			Lauraceae	Cogollo-Pacheco_4937_24_4_1991					20			MO		Arbol, 20 metres de altura. Frutos drupas verdes, dentro de capsula negra +/- leñosa.		fruto	mo		Hoyos			Hoyos, Saul	Colombia	Antioquia	San Francisco	Vereda La Josefina
4782	Ocotea	longifolia	van der Werff	17				-70.65	8.533	17	4	1988	1400	800	1400;800			Lauraceae									MO					gbif;mo	1503403	Dorr			Dorr, L.J.	Venezuela	Barinas	Pedraza	Mesa De Canagua
3117	Ocotea	aurantiodora						-74.992256	6.19473	16	7	1989	900	800	900;800			Lauraceae									MO		fruto maduro		fruto	mo		Fonnegra			Fonnegra, R.	Colombia	Antioquia	San Carlos	Corregimiento Alto De Samaná Norte
3526	Ocotea	nitida	van der Werff					-48.28	-13.72	22	10	1996	800	800	800			Lauraceae									CEN;MO					mo|sl		Walter			Walter, B.M.T.	Brasil	GOIÁS	Minaçu	Estrada Guarani-posse
MO1514633	Ocotea	nitida	van der Werff	22				-48.28	-13.72	22	10	1996		800	800			Lauraceae									MO					gbif	MO1514633	Walter			Walter, B.M.T.	Brasil	GOIÁS	Minaçu	Estrada Guarani-posse
151	Ocotea	glomerata	Moraes, P.L.R. de	5	2	2009		-40.766667	-15.383333	7	8	1984	820	820	820		urn:catalog:JBRJ:RB:129910	Lauraceae				árvore		8			CEPEC;RB		ÁRVORE COM 8M DE ALTURA, DIÂMETRO DA COPA 6M; FANERÓFITA. FOLHA ESPATIFORME; FLOR PEQUENA, EM CACHO, COR CREME. ODOR AGRADÁVEL.		flor	gbif;sl	129910	Messias-Santos			Messias-Santos, M.	Brasil	BAHIA	Ribeirão do Largo	Estrada Itambe-encruzilhada
2839	Ocotea	longifolia	van der Werff			2005		-41.93277	-21.87527	2	3	2004	822	822	822			Lauraceae				árvore		8			MO				estéril	gbif;mo;sl	3140192	Forzza			Forzza, R. C.	Brasil	RIO DE JANEIRO	Santa Maria Madalena	Parque Nacional Monte Serrat
2870	Ocotea	nitida	Moraes, P.L.R. de	15	8	2012		-42.611944	-13.871389	28	8	1999	825	825	825			Lauraceae		Capoeira		árvore		5			HUEFS;SPSF		COLETA: Vegetaçao arbustivo-arbórea aberta.&nf;Árvore 5m, corola branca, frutos imaturos verdes.; GEOGRAFIA: A ca. De 28km oeste na BR-430.&nf;Beira de estrada.; vegetaçao arbustivo-arbórea aberta. beira de estrada.		fruto	sl		Melo			Melo, E.	Brasil	BAHIA	Igaporã	Br430
2878	Ocotea	nitida						-45.8666666667	-14.8905555556	7	6	2001		830	830			Lauraceae				liana lenhosa			Arenoso;argiloso		MO				fruto	mo		Fonseca			Fonseca, M.L.	Brasil	BAHIA	Cocos	Arie Serra Do Orobó
2878	Ocotea	nitida	Moraes, P.L.R. de	6	6	2010		-45.849722	-14.626111	6	7	2001	830	830	830		urn:catalog:JBRJ:RB:419686	Lauraceae				liana lenhosa			Arenoso;argiloso		HUTO;RB;SPSF		COLETA: Cerradao&nf;Liana semi-ciófila; cálice avinosado; frutos imaturos verdes; GEOGRAFIA: Área da Sede Santa Luzia; solo argilo-arenoso.&nf;Relevo plano.; folhas cor verde, cartáceas, presença de galhas escuras na superficie abaxial da folha. cálice avinosado. frutos imaturos cor verde. ocasional; cerradao; habitat: cerradao; desc: folhas cor verde, cartáceas, presença de galhas escuras liana semi-ciófita; folhas cor verde, cartáceas: presença de galhas escuras na superfície abaxial da folha; cálice avinosado; frutos imaturos cor verde. ocasional.		fruto	gbif|sl	419686	Fonseca			Fonseca, M.L.	Brasil	BAHIA	Jaborandi	Arie Serra Do Orobó
4494	Ocotea	longifolia						-36.732067	-9.400292	3	12	2014	830	830	830			Lauraceae				árvore	14	14			JPB		arvore, 14 m, 14 cm DBH. fl. jaunes en forme de coupe r 3+3 tép. jaune recouvert de duvet brun, 3+3+3 ét., 6 glandes r la base de la fleur, slash r odeur trcs parfumée. récolte photographiée in situ, individu num. H0688 du relevé hecta		flor	sl		Nusbaumer			Nusbaumer, L.	Brasil	ALAGOAS	Estrela de Alagoas	Reserva Biológica Da Pedra Talhada
4449	Ocotea	canaliculata	Moraes, P.L.R. de	5	6	2014		-46.3466666667	-14.1161111111	16	10	2001	840	840	840			Lauraceae				arbusto			argiloso		SPSF;UFP		COLETA: Cerrado&nf;Solo com textura arenosa/argilosa; relevo plano.&nf;Subarbusto heliófilo 40cm altura; flores de cálice verde e corola alvacenta.; habitat:cerrado. solo arenoso/argiloso, relevo plano.; desc:subarbusto heliófilo aprox. 40cm de altura; caule com casca lisa; folhas crassas, discolores verdes; flor com cálice verde e corola alvacenta, anteras creme.;;HABITAT:Cerrado. Solo arenoso/argiloso, relevo plano.; DESC:Subarbusto heliófilo aprox. 40cm de altura; caule com casca lisa; folhas crassas, discolores verdes; flor com cálice verde e corola alvacenta, anteras creme.;		flor	sl		Mendonca			Mendonca, R.C.	Brasil	GOIÁS	Posse	Aeroporto De Posse
771	Ocotea	longifolia	Moraes, P.L.R. de					-39.565278	-15.391667				850	850	850			Lauraceae				arvoreta		4			CEPEC		Ambiente: Mata Ombrófila Densa Montana. Habito: Arvoreta, ca. 4m.			sl		Lopes			Lopes, M.M.M	Brasil	BAHIA	Camacan	Rppn Serra Bonita
12690	Ocotea	nitida	van der Werff	19				-39.5	-7.46667	19	1	1983	860	860	860			Lauraceae	Linha-2065								MO					gbif|mo|sl	1514785	Plowman			Plowman, Timothy	Brasil	PERNAMBUCO	Moreilândia	Chapada Do Araripe
3432	Ocotea	nitida	van der Werff	17				-45.95527	-15.36388	17	10	1997	860	860	860			Lauraceae									IBGE;MO					gbif|mo|sl	1514945	Silva			Silva, M.A. da	Brasil	MINAS GERAIS	Formoso	Serra Do Limoeiro
4927	Ocotea	nitida		11	12	2001		-45.865	-14.88611	11	12	2001	860	860	860	cf.		Lauraceae				árvore					CEN		Planta com grossa casca fissurada de coloraçao cinza. A espécie possuiindivíduos de grande porte (para o padrao da regiao), altos e grossos no DAP. Doaçao do Herbário do IBGE - Reserva Ecológica do IBGE. Plantas da Bahia.			sl		Machado			Machado, Bruno	Brasil	BAHIA	Cocos	Fazenda Santo Antônio
4218	Ocotea	canaliculata	Barreto, R.	12	5	2014		-42.6868888889	-11.4221388889	26	5	2009	863	863	863			Lauraceae				arvoreta		3	arenoso		HVASF;UFP		Arvoreta ± 3.0m alt. Caule acinzentado. Frutos imaturos esverdeados. Freqüente. habitat:solo em grande parte arenoso. grande conjunto de serras e afloramentos rochosos. caatinga, área de tensao ecológica. neossolo litólico distrófico.; desc:arvoreta aprox. 3m de altura. caule acinzentado. frutos imaturos		flor;fruto	sl		Oliveira			Oliveira, Marcondes	Brasil	BAHIA	Gentio do Ouro	Curralinho
4976	Ocotea	nitida	Barreto, R.	12	5	2012		-37.1162222222	-8.5555	26	6	2010	863	863	863			Lauraceae				arvoreta		3.5			HVASF		Arvoreta com +/- 3,5 de alt. Ramos acinzentado.Folhas cartáceas. Inflorescencia ferrugínea.Pré-frutos esverdeados .Planta aromática .Frequente.		flor	sl		Oliveira			Oliveira, Marcondes	Brasil	PERNAMBUCO	Buíque	Parque Nacional Do Catimbau
199	Ocotea	glomerata	Moraes, P.L.R. de	26	8	2010		-40.870278	-11.661944	11	7	2000	870	870	870			Lauraceae		Capoeira		arbusto		1			HUEFS;SPSF;MO		COLETA: Mata estacional antropizada.&nf;Arbusto 1m altura; flores amarelo esverdeadas.; GEOGRAFIA: A 35km L de Morro do Chapéu.; mata estacional antropizada.		flor	gbif;mo;sl		Carneiro-Torres			Carneiro-Torres, D.S.	Brasil	BAHIA	Morro do Chapéu	Ba052
4962	Ocotea	longifolia	van der Werff	6		1984		-71.728205	7.910966	6	7	1983		900	900			Lauraceae	coord municip					20			MBM;MO				flor	gbif;mo;sl	50431	van der Werff			van der Werff, Henk	Venezuela	Táchira	Uribante	Empresa Las Cuevas
8877	Ocotea	aurantiodora						-76.210598	3.483248		3	2001	900	900	900			Lauraceae	Googleearth-maps					9			MO		Arbol de 9 metros, ramitas angulosas.			mo		Vargas			Vargas, W.G.	Colombia	Valle del Cauca	Pradera	La Buitrera
3215	Ocotea	longifolia	Cárdenas, D.					-75.65	1.6	1	5	2011		900	900		SINCHI:COAH:76027	Lauraceae			Ejemplar Botánico						COAH;MO					gbif;mo	76027	Castaño-A.			Castaño-A., Nicolás	Colombia	Caquetá	Florencia	Vereda Villa Hermosa
884	Ocotea	longifolia						-73.61	4.22					900	900		SINCHI:COAH:19298	Lauraceae			Ejemplar Botánico						COAH					gbif	19298	Restrepo			Restrepo, Diego	Colombia	Meta	Restrepo	Reserva Bavaria
798	Ocotea	nitida	Moraes, P.L.R. de	12	2	2014		-37.239722	-8.582778	18	7	2007	903	903	903			Lauraceae				arbusto		2.5			IPA		Arbusto, ca. de 2,5m de altura, frutos pequenos de cor verde		fruto	sl		Cano			Cano, O.	Brasil	PERNAMBUCO	Buíque	Usina São José
9621	Ocotea	longifolia	Monteagudo, A.	12				-75.11	-10.45	12	9	2005		910	910			Lauraceae									AMAZ;HUT;MO;MOL;USM					gbif;mo	3333132|3333243|3333466|3335817	Monteagudo			Monteagudo, A.	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
9620	Ocotea	longifolia						-75.1058333333	-10.4455555556	12	9	2005		910	910			Lauraceae									MO;USM					mo		Monteagudo			Monteagudo, A.	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
9623	Ocotea	longifolia						-75.1058333333	-10.4455555556	12	9	2005		910	910			Lauraceae									MO;USM					mo		Monteagudo			Monteagudo, A.	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
9647	Ocotea	longifolia						-75.1058333333	-10.4455555556	12	9	2005		910	910			Lauraceae									MO;USM					mo		Monteagudo			Monteagudo, A.	Perú	Pasco - Oxapampa	Palcazu	Reserva Comunal Yanesha
227	Ocotea	glomerata	Silva, A.G. da	23	3	2000		-36.403611	-8.2075	15	5	1999	1030	920	1030;920			Lauraceae				árvore		8			HUEFS;PEUFR;SP		Árvore com ca. de 8m alt., cheiro de pitanga, flores em botao árvore com cerca de 8m de altura. cheiro de pitanga. flores em botao. mata estacional.;Árvore com ca. de 8m alt., cheiro de pitanga, flores em botao		botões;flor	sl		Nascimento			Nascimento, L.M.	Brasil	PERNAMBUCO	Belo Jardim	Mata Do Bituri
144	Ocotea	glomerata	Silva, A.G. da	13	1	2000		-36.403611	-8.2075	14	9	1999	1030	920	1030;920			Lauraceae				árvore		8			HUEFS;PEUFR;SP		Árvore com 8m de alt., flores com cálice e corola cremes, cheiro agrádavel árvore com 8m de altura. flores com cálice e corola cremes. cheiro agradável. mata estacional.		flor	sl		Silva			Silva, A.G. da	Brasil	PERNAMBUCO	Belo Jardim	Mata Do Bituri
18814	Ocotea	canaliculata		17				-41.4	-13.02	17	2	1977	950	950	950			Lauraceae		Campina	Open scrub on white sand with damp areas and extensive sedge meadow. Partly burnt over	árvore		4	arenoso		NY		Tree to 4 m. Leaves coriaceous, mid green, paler beneath. Fruit green with paler elongate lenticels		fruto	gbif;ny;sl	539650	Harley			Harley, R.M.	Brasil	BAHIA	Mucugê	Serra De Sincorá
50028	Ocotea	nitida						-39.5	-7.47	13	2	1985	950	950	950			Lauraceae		Cerradão	Cerradao forest.	árvore		10			NY		Tree 10 m., flowers white, fruits black with red cupule.		flor;fruto	ny|gbif|sl	918444	Gentry			Gentry, A.	Brasil	PERNAMBUCO	Moreilândia	Chapada De Araripe
50036	Ocotea	nitida						-39.5	-7.47	13	2	1985	950	950	950			Lauraceae		Cerradão	Cerradao forest.	árvore		8			NY		Tree 8 m, flowers whitish.		flor	ny|gbif|sl	539624	Gentry			Gentry, A.	Brasil	PERNAMBUCO	Moreilândia	Chapada De Araripe
7036	Ocotea	longifolia						-68.15	-13.88	4	10	2002		950	950		MA:MA:737653-1	Lauraceae		Floresta de terra firme	Árbol; DAP = 27.1 cm; Altura = 16 m Preservado en alcohol. Tierra firme, sin pendiente, próximo a unas ruinas incas	árvore	27.1	16			MA;MO					gbif	1857301|737653-1	Macia			Macia, Manuel J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
267	Ocotea	glomerata	Santos, S.O.	29	3	2011		-36.383333	-8.196111	28	3	2000	954	954	954		urn:catalog:JBRJ:RB:129829	Lauraceae				árvore		12			HUEFS;PEUFR;RB		ÁRVORE COM CERCA DE 12M DE ALTURA. FLORES COM PÉTALAS ALVAS E ESTAMES MARRONS. FREQUENTE. árvore com cerca de 12m de altura. flores compétalas alvas e estames marrons. mata estacional.		flor	gbif;sl	129829	Silva			Silva, A.G. da	Brasil	PERNAMBUCO	Brejo da Madre de Deus	Brejo Da Madre De Deus
2170	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-42.69	-12.034444	2	6	2007	955	955	955			Lauraceae									HUEFS					sl		Conceiçao			Conceição, A. A. de S.	Brasil	BAHIA	Oliveira dos Brejinhos	Fazenda Do Bu
2194	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-42.69	-12.034444	2	6	2007	955	955	955			Lauraceae									HUEFS					sl		Conceiçao			Conceição, A. A. de S.	Brasil	BAHIA	Oliveira dos Brejinhos	Fazenda Do Bu
2210	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-42.69	-12.034444	2	6	2007	955	955	955			Lauraceae									HUEFS					sl		Conceiçao			Conceição, A. A. de S.	Brasil	BAHIA	Oliveira dos Brejinhos	Fazenda Do Bu
3093	Ocotea	nitida						-42.689722	-12.033611	24	10	2010	960	960	960			Lauraceae		Floresta de galeria							HUEFS		Mata Ciliar			sl		Moraes			Moraes, P.L.R.	Brasil	BAHIA	Oliveira dos Brejinhos	Fazenda Do Bu
3094	Ocotea	nitida	Moraes, P.L.R. de					-42.689722	-12.033611	24	10	2010	960	960	960			Lauraceae		Floresta de galeria		árvore		3			HRCB;HUEFS;MO		Árvore 3m. Frutos velhos. mata ciliar		fruto	mo|sl		Moraes			Moraes, P.L.R.	Brasil	BAHIA	Oliveira dos Brejinhos	Fazenda Do Bu
1088	Ocotea	longifolia	Rohwer, J.G.		9	2011		-41.6672	-20.5414	8	3	2009	1000	1000	1000			Lauraceae		Capoeira		árvore		10			MBML		Árvore, 10 metros; frutos imaturos verdes. Acima da pousada águas verdes, beira da estrada.		fruto	sl		Couto			Couto, D.R.	Brasil	ESPÍRITO SANTO	Ibitirama	Pedra Roxa
7496	Ocotea	nitida						-47.2647	-13.8939	19	3	1973	1000	1000	1000			Lauraceae		Cerrado	Cerrado.	árvore		5			NY		Tree 5 m. tall; fruit green.		fruto	ny|sl|gbif	918446	Anderson			Anderson, W.	Brasil	GOIÁS	Teresina de Goiás	Chapada Dos Veadeiros
19698	Ocotea	longifolia	Rohwer, J.G.			1987		-76.52809	3.357886	3	8	1945	1050	1000	1050;1000			Lauraceae				árvore		8			F		Árbol joven de 8m alt. Esteril		estéril	f		Cuatrecasas			Cuatrecasas, J.	Colombia	Valle del Cauca	Santiago de Cali	Cañasgordas
